Disease_Curie	Disease_Name	Gene_Curie	Gene_Name
ORPHANET:436242	Familial atrial tachyarrhythmia-infra-Hisian cardiac conduction disease	ENSEMBL:ENSG00000116783	TNNI3 interacting kinase
ORPHANET:436271	Non-progressive predominantly posterior cavitating leukoencephalopathy with peripheral neuropathy	ENSEMBL:ENSG00000256053	cytochrome c oxidase assembly factor 8
ORPHANET:436274	Pseudoxanthoma elasticum-like skin manifestations with retinitis pigmentosa	ENSEMBL:ENSG00000115486	gamma-glutamyl carboxylase
ORPHANET:437552	Autosomal recessive primary immunodeficiency with defective spontaneous natural killer cell cytotoxicity	ENSEMBL:ENSG00000203747	Fc fragment of IgG receptor IIIa
ORPHANET:437572	MYH7-related late-onset scapuloperoneal muscular dystrophy	ENSEMBL:ENSG00000092054	myosin heavy chain 7
ORPHANET:438178	Fatty acyl-CoA reductase 1 deficiency	ENSEMBL:ENSG00000197601	fatty acyl-CoA reductase 1
ORPHANET:438159	STAT3-related early-onset multisystem autoimmune disease	ENSEMBL:ENSG00000168610	signal transducer and activator of transcription 3
ORPHANET:438134	PCNA-related progressive neurodegenerative photosensitivity syndrome	ENSEMBL:ENSG00000132646	proliferating cell nuclear antigen
ORPHANET:438117	Steel syndrome	ENSEMBL:ENSG00000196739	collagen type XXVII alpha 1 chain
ORPHANET:438114	RARS-related autosomal recessive hypomyelinating leukodystrophy	ENSEMBL:ENSG00000113643	arginyl-tRNA synthetase 1
ORPHANET:438075	Ketoacidosis due to monocarboxylate transporter-1 deficiency	ENSEMBL:ENSG00000155380	solute carrier family 16 member 1
ORPHANET:438274	GCGR-related hyperglucagonemia	ENSEMBL:ENSG00000215644	glucagon receptor
ORPHANET:438216	PURA-related severe neonatal hypotonia-seizures-encephalopathy syndrome due to a point mutation	ENSEMBL:ENSG00000185129	purine rich element binding protein A
ORPHANET:439212	Early-onset myopathy-areflexia-respiratory distress-dysphagia syndrome	ENSEMBL:ENSG00000145794	multiple EGF like domains 10
ORPHANET:439218	KCNQ2-related epileptic encephalopathy	ENSEMBL:ENSG00000075043	potassium voltage-gated channel subfamily Q member 2
ORPHANET:439822	PDE4D haploinsufficiency syndrome	ENSEMBL:ENSG00000113448	phosphodiesterase 4D
ORPHANET:439854	Fatal congenital hypertrophic cardiomyopathy due to glycogen storage disease	ENSEMBL:ENSG00000106617	protein kinase AMP-activated non-catalytic subunit gamma 2
ORPHANET:439897	Lethal fetal cerebrorenogenitourinary agenesis/hypoplasia syndrome	ENSEMBL:ENSG00000118193	kinesin family member 14
ORPHANET:440402	Interstitial lung disease due to ABCA3 deficiency	ENSEMBL:ENSG00000167972	ATP binding cassette subfamily A member 3
ORPHANET:440354	Autosomal dominant myopia-midfacial retrusion-sensorineural hearing loss-rhizomelic dysplasia syndrome	ENSEMBL:ENSG00000060718	collagen type XI alpha 1 chain
ORPHANET:440392	Interstitial lung disease due to SP-C deficiency	ENSEMBL:ENSG00000168484	surfactant protein C
ORPHANET:440713	Isolated sedoheptulokinase deficiency	ENSEMBL:ENSG00000197417	sedoheptulokinase
ORPHANET:440427	Severe early-onset pulmonary alveolar proteinosis due to MARS deficiency	ENSEMBL:ENSG00000166986	methionyl-tRNA synthetase 1
ORPHANET:440706	Ribose-5-P isomerase deficiency	ENSEMBL:ENSG00000153574	ribose 5-phosphate isomerase A
ORPHANET:443057	Sporadic porphyria cutanea tarda	ENSEMBL:ENSG00000010704	homeostatic iron regulator
ORPHANET:443073	Charcot-Marie-Tooth disease type 2S	ENSEMBL:ENSG00000132740	immunoglobulin mu DNA binding protein 2
ORPHANET:443197	X-linked erythropoietic protoporphyria	ENSEMBL:ENSG00000158578	5'-aminolevulinate synthase 2
ORPHANET:443236	Postural orthostatic tachycardia syndrome due to NET deficiency	ENSEMBL:ENSG00000103546	solute carrier family 6 member 2
ORPHANET:277	Severe combined immunodeficiency due to adenosine deaminase deficiency	ENSEMBL:ENSG00000196839	adenosine deaminase
ORPHANET:443162	NDE1-related microhydranencephaly	ENSEMBL:ENSG00000072864	nudE neurodevelopment protein 1
ORPHANET:443811	PGM3-CDG	ENSEMBL:ENSG00000013375	phosphoglucomutase 3
ORPHANET:443950	DNAJB2-related Charcot-Marie-Tooth disease type 2	ENSEMBL:ENSG00000135924	DnaJ heat shock protein family (Hsp40) member B2
ORPHANET:443988	Ventriculomegaly-cystic kidney disease	ENSEMBL:ENSG00000148204	crumbs cell polarity complex component 2
ORPHANET:444092	Autoimmune interstitial lung disease-arthritis syndrome	ENSEMBL:ENSG00000122218	COPI coat complex subunit alpha
ORPHANET:444099	Autosomal dominant spastic paraplegia type 73	ENSEMBL:ENSG00000169169	carnitine palmitoyltransferase 1C
ORPHANET:444138	Peeling skin-leukonychia-acral punctate keratoses-cheilitis-knuckle pads syndrome	ENSEMBL:ENSG00000153113	calpastatin
ORPHANET:443995	Mandibulofacial dysostosis with alopecia	ENSEMBL:ENSG00000151617	endothelin receptor type A
ORPHANET:444048	46,XX ovarian dysgenesis-short stature syndrome	ENSEMBL:ENSG00000111877	minichromosome maintenance 9 homologous recombination repair factor
ORPHANET:444013	Combined oxidative phosphorylation defect type 23	ENSEMBL:ENSG00000130299	GTP binding protein 3, mitochondrial
ORPHANET:444069	Lethal fetal brain malformation-duodenal atresia-bilateral renal hypoplasia syndrome	ENSEMBL:ENSG00000117724	centromere protein F
ORPHANET:444077	Cognitive impairment-coarse facies-heart defects-obesity-pulmonary involvement-short stature-skeletal dysplasia syndrome	ENSEMBL:ENSG00000072364	ALF transcription elongation factor 4
ORPHANET:444072	Cerebellar-facial-dental syndrome	ENSEMBL:ENSG00000185024	BRF1 RNA polymerase III transcription initiation factor subunit
ORPHANET:444463	Autoimmune hemolytic anemia-autoimmune thrombocytopenia-primary immunodeficiency syndrome	ENSEMBL:ENSG00000134900	tripeptidyl peptidase 2
ORPHANET:444458	Combined oxidative phosphorylation defect type 24	ENSEMBL:ENSG00000137513	asparaginyl-tRNA synthetase 2, mitochondrial
ORPHANET:445110	Limb-girdle muscular dystrophy due to POMK deficiency	ENSEMBL:ENSG00000185900	protein O-mannose kinase
ORPHANET:445062	Juvenile-onset diabetes mellitus-central and peripheral neurodegeneration syndrome	ENSEMBL:ENSG00000102580	DnaJ heat shock protein family (Hsp40) member C3
ORPHANET:445038	3-methylglutaconic aciduria type 7	ENSEMBL:ENSG00000162129	caseinolytic mitochondrial matrix peptidase chaperone subunit B
ORPHANET:445018	Combined immunodeficiency due to LRBA deficiency	ENSEMBL:ENSG00000198589	LPS responsive beige-like anchor protein
ORPHANET:447731	NIK deficiency	ENSEMBL:ENSG00000006062	mitogen-activated protein kinase kinase kinase 14
ORPHANET:447737	DOCK2 deficiency	ENSEMBL:ENSG00000134516	dedicator of cytokinesis 2
ORPHANET:447740	Susceptibility to localized juvenile periodontitis	ENSEMBL:ENSG00000171051	formyl peptide receptor 1
ORPHANET:447896	Tremor-ataxia-central hypomyelination syndrome	ENSEMBL:ENSG00000148606	RNA polymerase III subunit A
ORPHANET:447893	Hypomyelination-cerebellar atrophy-hypoplasia of the corpus callosum syndrome	ENSEMBL:ENSG00000148606	RNA polymerase III subunit A
ORPHANET:447795	Lipoyl transferase 2 deficiency	ENSEMBL:ENSG00000175536	lipoyl(octanoyl) transferase 2
ORPHANET:447784	Mitochondrial pyruvate carrier deficiency	ENSEMBL:ENSG00000060762	mitochondrial pyruvate carrier 1
ORPHANET:447757	Autosomal dominant spastic paraplegia type 9B	ENSEMBL:ENSG00000059573	aldehyde dehydrogenase 18 family member A1
ORPHANET:447760	Autosomal recessive spastic paraplegia type 9B	ENSEMBL:ENSG00000059573	aldehyde dehydrogenase 18 family member A1
ORPHANET:412066	PRKAR1B-related neurodegenerative dementia with intermediate filaments	ENSEMBL:ENSG00000188191	protein kinase cAMP-dependent type I regulatory subunit beta
ORPHANET:412057	Autosomal recessive cerebellar ataxia due to STUB1 deficiency	ENSEMBL:ENSG00000103266	STIP1 homology and U-box containing protein 1
ORPHANET:412181	Epidermolysis bullosa simplex due to BP230 deficiency	ENSEMBL:ENSG00000151914	dystonin
ORPHANET:412069	AHDC1-related intellectual disability-obstructive sleep apnea-mild dysmorphism syndrome	ENSEMBL:ENSG00000126705	AT-hook DNA binding motif containing 1
ORPHANET:412189	Epidermolysis bullosa simplex due to exophilin 5 deficiency	ENSEMBL:ENSG00000110723	exophilin 5
ORPHANET:412206	Primary failure of tooth eruption	ENSEMBL:ENSG00000160801	parathyroid hormone 1 receptor
ORPHANET:420179	Malan overgrowth syndrome	ENSEMBL:ENSG00000008441	nuclear factor I X
ORPHANET:420702	Autosomal recessive severe congenital neutropenia due to CSF3R deficiency	ENSEMBL:ENSG00000119535	colony stimulating factor 3 receptor
ORPHANET:420728	Combined oxidative phosphorylation defect type 20	ENSEMBL:ENSG00000204394	valyl-tRNA synthetase 1
ORPHANET:420733	Combined oxidative phosphorylation defect type 21	ENSEMBL:ENSG00000143374	threonyl-tRNA synthetase 2, mitochondrial
ORPHANET:420741	RIDDLE syndrome	ENSEMBL:ENSG00000163961	ring finger protein 168
ORPHANET:420492	Adult-onset cervical dystonia, DYT23 type	ENSEMBL:ENSG00000148337	CDKN1A interacting zinc finger protein 1
ORPHANET:420485	Cranio-cervical dystonia with laryngeal and upper-limb involvement	ENSEMBL:ENSG00000134343	anoctamin 3
ORPHANET:420429	Glycogen storage disease due to acid maltase deficiency, late-onset	ENSEMBL:ENSG00000171298	alpha glucosidase
ORPHANET:420611	Transient myeloproliferative syndrome	ENSEMBL:ENSG00000102145	GATA binding protein 1
ORPHANET:420584	Postaxial polydactyly-anterior pituitary anomalies-facial dysmorphism syndrome	ENSEMBL:ENSG00000074047	GLI family zinc finger 2
ORPHANET:420699	Autosomal recessive severe congenital neutropenia due to CXCR2 deficiency	ENSEMBL:ENSG00000180871	C-X-C motif chemokine receptor 2
ORPHANET:420686	Woolly hair-palmoplantar keratoderma syndrome	ENSEMBL:ENSG00000197256	KN motif and ankyrin repeat domains 2
ORPHANET:420561	Temple-Baraitser syndrome	ENSEMBL:ENSG00000143473	potassium voltage-gated channel subfamily H member 1
ORPHANET:420573	Severe combined immunodeficiency due to CTPS1 deficiency	ENSEMBL:ENSG00000171793	CTP synthase 1
ORPHANET:420566	Bleeding disorder due to CalDAG-GEFI deficiency	ENSEMBL:ENSG00000068831	RAS guanyl releasing protein 2
ORPHANET:423461	Mucolipidosis type III alpha/beta	ENSEMBL:ENSG00000111670	N-acetylglucosamine-1-phosphate transferase subunits alpha and beta
ORPHANET:423470	Mucolipidosis type III gamma	ENSEMBL:ENSG00000090581	N-acetylglucosamine-1-phosphate transferase subunit gamma
ORPHANET:423454	Nail and teeth abnormalities-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome	ENSEMBL:ENSG00000083307	grainyhead like transcription factor 2
ORPHANET:423384	Autosomal recessive severe congenital neutropenia due to JAGN1 deficiency	ENSEMBL:ENSG00000171135	jagunal homolog 1
ORPHANET:423296	Spinocerebellar ataxia type 38	ENSEMBL:ENSG00000012660	ELOVL fatty acid elongase 5
ORPHANET:423306	Microcephaly-short stature-intellectual disability-facial dysmorphism syndrome	ENSEMBL:ENSG00000172053	glutaminyl-tRNA synthetase 1
ORPHANET:423479	X-linked intellectual disability-limb spasticity-retinal dystrophy-diabetes insipidus syndrome	ENSEMBL:ENSG00000147224	phosphoribosyl pyrophosphate synthetase 1
ORPHANET:423275	Spinocerebellar ataxia type 40	ENSEMBL:ENSG00000015133	coiled-coil domain containing 88C
ORPHANET:424107	Congenital myopathy with myasthenic-like onset	ENSEMBL:ENSG00000196218	ryanodine receptor 1
ORPHANET:424099	Colobomatous microphthalmia-rhizomelic dysplasia syndrome	ENSEMBL:ENSG00000181541	mab-21 like 2
ORPHANET:424261	TOR1AIP1-related limb-girdle muscular dystrophy	ENSEMBL:ENSG00000143337	torsin 1A interacting protein 1
ORPHANET:424027	Progressive myoclonic epilepsy type 8	ENSEMBL:ENSG00000223802	ceramide synthase 1
ORPHANET:423894	Microcephaly-complex motor and sensory axonal neuropathy syndrome	ENSEMBL:ENSG00000100749	VRK serine/threonine kinase 1
ORPHANET:425120	STING-associated vasculopathy with onset in infancy	ENSEMBL:ENSG00000184584	stimulator of interferon response cGAMP interactor 1
ORPHANET:431361	Progressive encephalopathy with leukodystrophy due to DECR deficiency	ENSEMBL:ENSG00000152620	NAD kinase 2, mitochondrial
ORPHANET:431272	X-linked scapuloperoneal muscular dystrophy	ENSEMBL:ENSG00000022267	four and a half LIM domains 1
ORPHANET:431329	Autosomal recessive spastic paraplegia type 57	ENSEMBL:ENSG00000114354	trafficking from ER to golgi regulator
ORPHANET:431255	Scapuloperoneal spinal muscular atrophy	ENSEMBL:ENSG00000111199	transient receptor potential cation channel subfamily V member 4
ORPHANET:431149	Combined immunodeficiency due to OX40 deficiency	ENSEMBL:ENSG00000186827	TNF receptor superfamily member 4
ORPHANET:435438	Progressive myoclonic epilepsy type 7	ENSEMBL:ENSG00000129159	potassium voltage-gated channel subfamily C member 1
ORPHANET:435387	Autosomal dominant Charcot-Marie-Tooth disease type 2Y	ENSEMBL:ENSG00000165280	valosin containing protein
ORPHANET:434179	Orofaciodigital syndrome type 14	ENSEMBL:ENSG00000168014	C2 domain containing 3 centriole elongation regulator
ORPHANET:504476	Cerebellar ataxia with neuropathy and bilateral vestibular areflexia syndrome	ENSEMBL:ENSG00000035928	replication factor C subunit 1
ORPHANET:504523	Severe combined immunodeficiency due to LAT deficiency	ENSEMBL:ENSG00000213658	linker for activation of T cells
ORPHANET:504530	Combined immunodeficiency due to Moesin deficiency	ENSEMBL:ENSG00000147065	moesin
ORPHANET:26793	Very long chain acyl-CoA dehydrogenase deficiency	ENSEMBL:ENSG00000072778	acyl-CoA dehydrogenase very long chain
ORPHANET:28378	Tyrosinemia type 2	ENSEMBL:ENSG00000198650	tyrosine aminotransferase
ORPHANET:29073	Multiple myeloma	ENSEMBL:ENSG00000110092	cyclin D1
ORPHANET:320	Apparent mineralocorticoid excess	ENSEMBL:ENSG00000176387	hydroxysteroid 11-beta dehydrogenase 2
ORPHANET:230	Dopamine beta-hydroxylase deficiency	ENSEMBL:ENSG00000123454	dopamine beta-hydroxylase
ORPHANET:404	Familial hyperaldosteronism type II	ENSEMBL:ENSG00000114859	chloride voltage-gated channel 2
ORPHANET:162	Cataract-glaucoma syndrome	ENSEMBL:ENSG00000107859	paired like homeodomain 3
ORPHANET:25980	X-linked myopathy with excessive autophagy	ENSEMBL:ENSG00000160131	vacuolar ATPase assembly factor VMA21
ORPHANET:26792	Short chain acyl-CoA dehydrogenase deficiency	ENSEMBL:ENSG00000122971	acyl-CoA dehydrogenase short chain
ORPHANET:266	Autosomal dominant limb-girdle muscular dystrophy type 1A	ENSEMBL:ENSG00000120729	myotilin
ORPHANET:353	Gamma-sarcoglycan-related limb-girdle muscular dystrophy R5	ENSEMBL:ENSG00000102683	sarcoglycan gamma
ORPHANET:219	Delta-sarcoglycan-related limb-girdle muscular dystrophy R6	ENSEMBL:ENSG00000170624	sarcoglycan delta
ORPHANET:119	Beta-sarcoglycan-related limb-girdle muscular dystrophy R4	ENSEMBL:ENSG00000163069	sarcoglycan beta
ORPHANET:505227	Combined immunodeficiency due to GINS1 deficiency	ENSEMBL:ENSG00000101003	GINS complex subunit 1
ORPHANET:505237	Early-onset seizures-distal limb anomalies-facial dysmorphism-global developmental delay syndrome	ENSEMBL:ENSG00000155100	OTU deubiquitinase 6B
ORPHANET:505216	3-methylglutaconic aciduria type 9	ENSEMBL:ENSG00000105197	translocase of inner mitochondrial membrane 50
ORPHANET:272	Congenital muscular dystrophy, Fukuyama type	ENSEMBL:ENSG00000106692	fukutin
ORPHANET:505208	3-methylglutaconic aciduria type 8	ENSEMBL:ENSG00000115317	HtrA serine peptidase 2
ORPHANET:268	Dysferlin-related limb-girdle muscular dystrophy R2	ENSEMBL:ENSG00000135636	dysferlin
ORPHANET:600	Vocal cord and pharyngeal distal myopathy	ENSEMBL:ENSG00000015479	matrin 3
ORPHANET:505248	Mucopolysaccharidosis-like syndrome with congenital heart defects and hematopoietic disorders	ENSEMBL:ENSG00000139719	VPS33A core subunit of CORVET and HOPS complexes
ORPHANET:609	Tibial muscular dystrophy	ENSEMBL:ENSG00000155657	titin
ORPHANET:602	GNE myopathy	ENSEMBL:ENSG00000159921	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase
ORPHANET:505242	Psychomotor regression-oculomotor apraxia-movement disorder-nephropathy syndrome	ENSEMBL:ENSG00000014824	solute carrier family 30 member 9
ORPHANET:508093	MEPAN syndrome	ENSEMBL:ENSG00000116353	mitochondrial trans-2-enoyl-CoA reductase
ORPHANET:508533	Skeletal dysplasia-T-cell immunodeficiency-developmental delay syndrome	ENSEMBL:ENSG00000012232	exostosin like glycosyltransferase 3
ORPHANET:508542	Congenital progressive bone marrow failure-B-cell immunodeficiency-skeletal dysplasia syndrome	ENSEMBL:ENSG00000162601	Myb like, SWIRM and MPN domains 1
ORPHANET:508529	Intermediate epidermolysis bullosa simplex with cardiomyopathy	ENSEMBL:ENSG00000114796	kelch like family member 24
ORPHANET:508523	Hyperphenylalaninemia due to DNAJC12 deficiency	ENSEMBL:ENSG00000108176	DnaJ heat shock protein family (Hsp40) member C12
ORPHANET:508488	8q24.3 microdeletion syndrome	ENSEMBL:ENSG00000179950	poly(U) binding splicing factor 60
ORPHANET:508476	Cleft lip and palate-craniofacial dysmorphism-congenital heart defect-hearing loss syndrome	ENSEMBL:ENSG00000068001	hyaluronidase 2
ORPHANET:508501	Oral-facial-digital syndrome with short stature and brachymesophalangy	ENSEMBL:ENSG00000114446	intraflagellar transport 57
ORPHANET:508498	Intellectual disability-cardiac anomalies-short stature-joint laxity syndrome	ENSEMBL:ENSG00000179950	poly(U) binding splicing factor 60
ORPHANET:505652	CDKL5-deficiency disorder	ENSEMBL:ENSG00000008086	cyclin dependent kinase like 5
ORPHANET:506334	Familial steroid-resistant nephrotic syndrome with adrenal insufficiency	ENSEMBL:ENSG00000166224	sphingosine-1-phosphate lyase 1
ORPHANET:506307	Stromme syndrome	ENSEMBL:ENSG00000117724	centromere protein F
ORPHANET:506358	Gabriele-de Vries syndrome	ENSEMBL:ENSG00000100811	YY1 transcription factor
ORPHANET:506353	Autosomal recessive complex spastic paraplegia due to Kennedy pathway dysfunction	ENSEMBL:ENSG00000138018	selenoprotein I
ORPHANET:495274	Charcot-Marie-Tooth disease type 2T	ENSEMBL:ENSG00000196549	membrane metalloendopeptidase
